,year,model,config,mileage,drivetrain,transmission,ext_color,int_color,price,owners,ori_price,good_deal_margin,deal,hotornot,sellin,carfax,dealer,dealer_rating,dealer_review_number,dealer_zipcode,consumer_rating,consumer_review_number,vin
1154,2016,Model X,AWD 4dr 90D,54258,AWD,Automatic,Black,Beige,64900,1,,89053.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,"Vision Hankook Motors, Inc.",1.0,25.0,92844.0,5.0,12,5YJXCBE21GF005747
1155,2018,Model 3,BASE,24000,RWD,Automatic,Blue,Black,38400,1,,50853.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Blinker Private Party - Denver,,,80202.0,4.5,69,5YJ3E1EA3JF014628
1156,2017,Model S,P100D,19214,AWD,Automatic,Gray,Black,102000,more than 1,,104001.0,Good,NOT HOT,,CARFAX Report,My Car Store,4.2,13.0,76164.0,4.7,25,5YJSA1E46HF186471
1157,2017,Model S,75D,30207,AWD,Automatic,Silver,Black,58995,1,,63312.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Highline Motor Cars,4.7,91.0,8088.0,4.7,25,5YJSA1E26HF199672
1158,2016,Model S,75D,46579,RWD,Automatic,Black,Black,42499,1,,41770.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Las Vegas Auto Sport,3.4,10.0,89103.0,4.8,27,5YJSA1E1XGF132384
1159,2014,Model S,Performance,39780,RWD,Automatic,Blue,Beige,41989,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,Absolute Motors Inc,5.0,13.0,22192.0,4.9,33,5YJSA1H16EFP35163
1160,2017,Model S,100D,14944,AWD,Automatic,Silver,White,79888,1,,68622.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Mark Motors,,,78006.0,4.7,25,5YJSA1E23HF209607
1161,2013,Model S,Base,33455,4x2/2-wheel drive,Automatic,Silver,Gray,32910,1,,34706.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Fortune Motor Group,4.8,249.0,60085.0,4.9,47,5YJSA1DN1DFP21582
1163,2016,Model S,90D,29042,AWD,Automatic,Other,Beige,53311,1,,57693.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Midway Automotive,4.8,974.0,2351.0,4.8,27,5YJSA1E21GF124179
1164,2016,Model X,P90D,29642,AWD,Automatic,Black,White,71595,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Rev It Motors,5.0,3.0,92040.0,5.0,12,5YJXCAE40GF000616
1165,2018,Model 3,Long Range 4dr Fastback,24522,RWD,Automatic,Black,Black,45999,1,,50067.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Las Vegas Auto Sport,3.4,10.0,89103.0,4.5,69,5YJ3E1EA7JF002658
1166,2017,Model 3,Long Range,12610,RWD,Automatic,White,Gray,45850,1,,51517.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Shift San Francisco,3.4,38.0,94114.0,4.0,12,5YJ3E1EA6HF000815
1167,2017,Model S,P100D,11452,AWD,Automatic,Other,Other,109998,more than 1,,104471.0,Fair,NOT HOT,,Free CARFAX Report,Mercedes-Benz of Encino,5.0,19.0,91436.0,4.7,25,5YJSA1E47HF189007
1168,2011,Roadste,,47933,RWD,Automatic,Gray,Gray,55980,more than 1,,56485.0,Good,NOT HOT,,Free CARFAX Report,Radical Auto,4.7,11.0,91505.0,4.0,5,5YJRE1A1XB1001275
1169,2015,Model S,70D,40810,RWD,Automatic,Black,Other,36600,1,,41172.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Puente Hills Mitsubishi,3.7,3.0,91748.0,4.8,41,5YJSA1E1XFF103062
1170,2015,Model S,P85D,25307,AWD,Automatic,Other,Other,58490,1,,61314.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,"Discovery Auto Center, LLC",3.9,37.0,33612.0,4.8,41,5YJSA1H22FFP80028
1171,2013,Model S,Base,100459,RWD,Other / Unknown,Blue,Beige,27990,more than 1,,30438.0,Good,NOT HOT,,Free CARFAX Report,CV Wholesale,,,54304.0,4.9,47,5YJSA1DG1DFP04881
1172,2018,Model X,75D,8695,AWD,Automatic,White,White,81888,1,,85219.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Mark Motors,,,78006.0,5.0,5,5YJXCDE24JF100970
1173,2018,Model 3,,7358,RWD,Automatic,Black,Black,47853,1,,54650.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,BMW of Freeport,4.7,712.0,11520.0,4.5,69,5YJ3E1EA8JF020828
1174,2016,Model S,90D,18984,AWD,Automatic,White,White,54999,1,,63480.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,World Auto Inc.,,,32809.0,4.8,27,5YJSA1E27GF160975
1175,2016,Model X,90D,28863,AWD,Automatic,Silver,Other,74571,1,,76464.0,Good,HOT CAR,3.0,Free CARFAX 1-Owner Report,Penske Honda,3.9,182.0,46240.0,5.0,12,5YJXCBE28GF004630
1176,2015,Model S,85D,35841,AWD,Automatic,White,Black,42990,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,NextGear Motors,4.4,7.0,27603.0,4.8,41,5YJSA1H26FFP75771
1177,2016,Model S,75,13347,RWD,Automatic,Gray,Black,49999,more than 1,,54929.0,Good,NOT HOT,,CARFAX Report,Performance Motors,,,84042.0,4.8,27,5YJSA1E14GF159645
1178,2016,Model S,P100D,32856,AWD,Automatic,Black,Black,87900,1,88500.0,90501.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Greenwood Automotive,4.0,46.0,80112.0,4.8,27,5YJSA1E49GF177648
1179,2018,Model 3,Performance,2236,AWD,Automatic,Black,Black,52455,more than 1,,56345.0,Good,NOT HOT,,Free CARFAX Report,Smart Chevrolet,4.1,171.0,27025.0,4.5,69,5YJ3E1EB1JF184852
1180,2015,Model S,90D,21845,AWD,Automatic,Gray,Black,47000,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Alpha Motorsports,4.7,840.0,22408.0,4.8,41,5YJSA1V21FF094552
1181,2010,Roadste,,9515,RWD,Automatic,Gray,Black,78900,more than 1,,70897.0,Fair,NOT HOT,,Free CARFAX Report,Priced Rite Auto,,,68528.0,5.0,4,5YJRE1A30A1000667
1182,2015,Model S,90D,22791,AWD,Automatic,Brown,Beige,42995,1,,45138.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Auto Boutique,4.4,47.0,43204.0,4.8,41,5YJSA1E27FF111998
1183,2016,Model S,90D,33268,AWD,Automatic,White,Beige,51979,more than 1,53994.0,63101.0,Great,NOT HOT,,Free CARFAX Report,Major Motor Cars,5.0,10.0,90404.0,4.8,27,5YJSA1E22GF119654
1184,2015,Model S,90D,39432,AWD,Automatic,Silver,Other,42988,1,,48628.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,"Fairfax Motors, Inc.",3.5,29.0,22031.0,4.8,41,5YJSA1E23FF114011
1185,2014,Model S,P85D,36628,RWD,Automatic,White,Black,42888,1,,45973.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Autobahn Gallery,,,94568.0,4.9,33,5YJSA1H10EFP40911
1186,2017,Model S,75D,37787,AWD,Automatic,Silver,Black,62000,1,,64367.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,K&S Auto Sales,5.0,39.0,92103.0,4.7,25,5YJSA1E29HF187886
1187,2013,Model S,Base,49077,RWD,Automatic,White,Black,32950,1,,34974.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Zone Motors,3.6,34.0,60101.0,4.9,47,5YJSA1AC8DFP11182
1188,2016,Model X,90D,3561,4x4/4-wheel drive,Automatic,Other,Other,79995,1,,84192.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,eLeaseReturns.com,,,94583.0,5.0,12,5YJXCDE25GF024054
1189,2015,Model S,70D,50166,AWD,Automatic,Blue,Black,32495,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Northern Kentucky Auto Sales,4.3,68.0,41076.0,4.8,41,5YJSA1S29FF090530
1190,2017,Model S,P100D,1984,AWD,Automatic,Black,Black,119999,more than 1,,124638.0,Good,NOT HOT,,CARFAX Report,Arcari Motor Sales,5.0,2.0,6084.0,4.7,25,5YJSA1E47HF196006
1191,2016,Model X,90D,38705,AWD,Automatic,Gray,Gray,69995,1,,64082.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,"City Auto Sales, LLC",4.7,155.0,38128.0,5.0,12,5YJXCBE29GF008041
1192,2017,Model S,75D,20675,RWD,Automatic,Silver,Other,52510,1,,56251.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Hyundai Nissan of Serramonte,1.0,105.0,94014.0,4.7,25,5YJSA1E17HF206541
1193,2018,Model 3,Long Range,17440,RWD,Automanual,White,Black,46500,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.5,69,
1194,2013,Model S,Performance,76000,RWD,CVT,Black,Black,39000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.9,47,
1195,2014,Model S,Base,64500,RWD,Automatic,Blue,Beige,40000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.9,33,
1196,2018,Model 3,Performance,1874,AWD,Automatic,Silver,Other,62000,1,,64518.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,private_seller,,,94105.0,4.5,69,5YJ3E1EB5JF105747
1197,2010,Roadste,,6980,RWD,Automanual,Red,Black,74900,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,5.0,4,5YJRE1A3XA1000613
1198,2015,Model S,70D,57067,AWD,Automatic,White,Black,45999,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.8,41,5YJSA1S27FF085522
1199,2015,Model S,P85D,47600,AWD,Automatic,Beige,Gold,53000,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.8,41,5YJSA1E45FF118742
1200,2016,Model X,90D,34600,AWD,Automatic,White,Black,69500,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,5.0,12,
1201,2013,Model S,Base,50600,RWD,Automatic,Silver,Black,34995,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.9,47,5YJSA1CG1DFP16594
1202,2017,Model X,P100D,10200,AWD,Automatic,White,Black,124990,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.9,17,5YJXCAE47HF051399
1203,2016,Model S,P90D,17824,AWD,Automatic,Black,Beige,85000,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.8,27,5yjsa1e42gf168208
1204,2015,Model S,85D,29257,AWD,Automatic,Brown,Beige,45500,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.8,41,5YJSA1E27FF111077
1205,2018,Model S,P100D,5000,AWD,Automatic,Gray,Black,120000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.8,5,
1206,2016,Model X,P90D,51000,AWD,Automanual,Silver,White,75995,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,5.0,12,
1207,2013,Model S,Base,33524,RWD,Automatic,White,Other,41987,more than 1,,,not_rating,HOT CAR,11.0,Free CARFAX Report,Integrity Auto Sales,4.5,33.0,95823.0,4.9,47,5YJSA1CN5DFP26835
1208,2017,Model S,75D,23000,AWD,Automatic,Gray,Black,65995,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.7,25,5YJSA1E28HF170688
1209,2018,Model 3,Long Range,2400,RWD,Automatic,Red,Black,48000,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.5,69,5YJ3E1EA7JF048040
1210,2015,Model S,85D,50500,AWD,Automatic,White,Black,40000,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.8,41,5yjsa1h23ff085539
1211,2014,Model S,Base,73000,RWD,Other / Unknown,Blue,Black,35999,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Hybrid 4 U,,,92807.0,4.9,33,5YJSA1H19EFP61157
1212,2014,Model S,Base,64640,RWD,Automatic,Black,Beige,37000,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.9,33,5YJSA1S13EFP65259
1213,2015,Model S,P90D,48834,AWD,Automatic,Blue,Black,59000,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.8,41,5yjsa1h46ff086332
1214,2016,Model X,60D,53711,AWD,Automatic,Red,Beige,64875,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,5.0,12,5YJXCAE23GF017831
1215,2016,Model X,P100D,34000,AWD,Automatic,White,White,120000,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,5.0,12,5yjxcae43gf028295
1216,2017,Model S,100D,15400,AWD,Automatic,Blue,Black,72000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.7,25,
1217,2016,Model X,90D,19750,AWD,Automatic,Gray,Beige,77985,more than 1,,69246.0,Fair,NOT HOT,,CARFAX Report,Williston Economy Motors,,,5495.0,5.0,12,5YJXCBE2XGF003396
1218,2014,Model S,Performance,49870,RWD,Automatic,Silver,Other,39869,more than 1,,47975.0,Great,NOT HOT,,Free CARFAX Report,Nissan of Duarte,2.0,9.0,91010.0,4.9,33,5YJSA1H15EFP52732
1219,2011,Roadste,,28295,RWD,Automatic,Gray,Gray,78500,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.0,5,5yjre1a39b1001415
1220,2018,Model 3,Long Range,9601,RWD,Automatic,White,Other,48500,1,,53671.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,private_seller,,,94105.0,4.5,69,5YJ3E1EAXJF062918
1222,2018,Model S,100D,9999,AWD,Automatic,Red,Gold,84900,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.8,5,5YJSA1E22JF270243
1223,2012,Model S,Performance,79068,RWD,Automatic,Silver,Black,31998,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.6,11,5YJSA1DP7CFP01451
1224,2018,Model S,100D,22304,AWD,Automatic,Gray,Black,69995,more than 1,71995.0,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.8,5,5YJSA1E28JF248084
1225,2018,Model X,P100D-AWD W/ LUDICROUS MODE 1 OWNER 2 PILOT 3M CLE,8691,AWD,Automatic,White,Black,149888,1,,89152.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Chicago Auto Place,3.9,233.0,60106.0,5.0,5,5YJXCBE47JF086939
1226,2018,Model 3,Long Range,6000,RWD,Automatic,White,Other,47000,1,,53671.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,private_seller,,,94105.0,4.5,69,5YJ3E1EA7JF062763
1227,2015,Model S,P85D,21500,AWD,Automatic,White,Black,61000,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.8,41,5YJSA1H2XFFP68872
1228,2015,Model S,P85D,36248,AWD,Automatic,Blue,Black,45406,more than 1,,48670.0,Good,HOT CAR,7.0,Free CARFAX Report,Bergstrom Luxury on Victory Lane,3.6,275.0,54913.0,4.8,41,5YJSA1H24FF092774
1229,2016,Model S,75,10745,RWD,Automatic,Gray,Black,57500,more than 1,65000.0,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.8,27,5YJSA1E19GF175338
1230,2015,Model S,P85D,38616,4x4/4-wheel drive,Automatic,Black,Beige,69000,more than 1,75000.0,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.8,41,5yjsa1h27efp67497
1231,2016,Model S,P90D,34872,AWD,Automanual,Blue,Beige,62800,more than 1,72800.0,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.8,27,5YJSA1E47GF125791
1232,2013,Model S,Performance,25337,RWD,Automatic,White,Black,40288,more than 1,41444.0,41171.0,Good,NOT HOT,,CARFAX Report,Berman Subaru of Chicago,4.7,268.0,60641.0,4.9,47,5YJSA1CP5DFP04089
1233,2014,Model S,P85D,74885,RWD,Automatic,Blue,Black,36800,more than 1,,35497.0,Fair,NOT HOT,,Free CARFAX Report,Preferred Imports,4.5,68.0,35233.0,4.9,33,5YJSA1H1XEFP37403
1234,2018,Model 3,Long Range,5650,AWD,Automatic,White,Other,57000,1,,53671.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,private_seller,,,95131.0,4.5,69,5YJ3E1EB1JF185712
1235,2018,Model S,75D,19061,AWD,Automatic,Black,Black,60990,1,,65206.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Autos of Dallas,4.1,1000.0,75093.0,4.8,5,5YJSA1E2XJF248698
1236,2014,Model S,P85D,30349,RWD,Automatic,Black,Black,39895,1,,51945.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Jaguar Land Rover Bethesda,3.8,53.0,20852.0,4.9,33,5YJSA1H18EFP44897
1237,2016,Model X,P90D,19400,AWD,Automatic,Black,Black,77490,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,John Elway Cadillac,4.9,181.0,80124.0,5.0,12,5YJXCAE48GF000332
1238,2016,Model S,70D,35109,RWD,Automatic,White,Other,42999,1,,53522.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,World Auto Inc.,,,32809.0,4.8,27,5YJSA1E18GF134165
1239,2016,Model S,75D,15252,AWD,Automatic,Black,Black,52895,1,,57046.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Auto Gallery,2.8,26.0,7644.0,4.8,27,5YJSA1E21GF173396
1240,2018,Model S,P100D,2000,AWD,Automatic,Silver,Black,130000,1,,114926.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Luxury Auto Collection,3.0,6.0,85258.0,4.8,5,5YJSA1E47JF285662
1241,2014,Model S,Performance,70529,RWD,Automatic,Blue,Other,32800,more than 1,34999.0,40320.0,Great,NOT HOT,,CARFAX Report,Wheels & Deals,4.6,24.0,95051.0,4.9,33,5YJSA1H18EFP27498
1242,2010,Roadste,,42763,RWD,Automatic,Black,Black,43477,more than 1,,35988.0,Fair,HOT CAR,4.0,Free CARFAX Report,Wholesale Inc.,4.8,340.0,37122.0,5.0,4,5YJRE1A38A1001078
1243,2013,Model S,Base,37000,RWD,Automatic,Silver,Beige,59990,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Atlanta Fine Cars,4.4,32.0,30236.0,4.9,47,5YJSA1CG4DFP27380
1244,2018,Model 3,BASE,4100,RWD,Automatic,Gray,Black,53900,1,,53596.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Blinker Private Party - Los Angeles,4.0,1.0,90012.0,4.5,69,5YJ3E1EA7JF025700
1245,2017,Model X,P100D,35105,AWD,Automatic,Black,White,98500,more than 1,,98205.0,Good,NOT HOT,,Free CARFAX Report,Blinker Private Party - San Diego,,,92101.0,4.9,17,5YJXCBE49HF038241
1246,2016,Model S,75D,22248,AWD,Automatic,Silver,Beige,51795,1,,55306.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,ALM Gwinnett,4.8,1025.0,30096.0,4.8,27,5YJSA1E21GF168330
1247,2016,Model S,P90D,12269,AWD,Automatic,Blue,Beige,59998,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Motor Cars of Nashville,4.3,40.0,37122.0,4.8,27,5YJSA1E44GF122766
1248,2010,Roadste,,14901,RWD,Automatic,Orange,Beige,64972,1,,68444.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Current Automotive,,,60540.0,5.0,4,5YJRE1A15A1001117
1249,2010,Roadste,,38837,RWD,Automatic,Other,Black,75000,1,,66580.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Motors Northwest,4.2,34.0,98409.0,5.0,4,5YJRE1A34A1000669
1250,2018,Model 3,BASE,12000,AWD,Automatic,White,Black,80000,1,,54562.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Blinker Private Party - San Jose,,,95113.0,4.5,69,5YJ3E1EB8JF072601
1251,2017,Model X,P100D,24000,AWD,Automatic,White,White,112900,1,,110522.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Evolve Automotive,5.0,1.0,80222.0,4.9,17,5YJXCBE46HF038228
1252,2018,Model X,75D,15653,AWD,Automatic,Silver,Black,75250,1,76200.0,75928.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Shift San Francisco,3.4,38.0,94114.0,5.0,5,5YJXCDE25JF100959
1253,2018,Model 3,Long Range Battery RWD,10365,RWD,Automatic,Black,Black,45499,1,45999.0,51082.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Northwest Chevrolet of Bellingham,2.9,77.0,98226.0,4.5,69,5YJ3E1EA0JF016188
1254,2015,Model S,P85D,24805,AWD,Automatic,Blue,Black,56487,1,57487.0,60401.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Audi Arlington,3.1,195.0,22204.0,4.8,41,5YJSA1H49FF085501
1255,2018,Model X,100D,9820,AWD,Automatic,Other,White,96888,1,,99511.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Sewell BMW of Grapevine,4.1,26.0,76051.0,5.0,5,5YJXCBE29JF087766
1256,2013,Model S,Performance,71086,RWD,Automatic,Silver,Gray,35500,1,,34694.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Chicago Fine Motors,3.6,52.0,60525.0,4.9,47,5YJSA1DP7DFP10832
1257,2016,Model X,P90D,15500,AWD,Automatic,Black,Black,74992,more than 1,77992.0,,not_rating,NOT HOT,,Free CARFAX Report,TJ Chapman Auto LLC,4.4,44.0,84116.0,5.0,12,5YJXCBE44GFS00632
1258,2015,Model S,85D,26391,AWD,Automatic,Gray,Gray,48999,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Family Auto,5.0,2.0,84062.0,4.8,41,5YJSA1E2XFF105192
1259,2015,Model S,70D,37585,AWD,Automatic,Other,Black,37995,1,39995.0,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Highline Auto Sales,4.6,272.0,60527.0,4.8,41,5YJSA1S22FF094371
1260,2017,Model X,75D,14728,AWD,Automatic,Black,Black,71988,1,,78037.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Sewell BMW of Grapevine,4.1,26.0,76051.0,4.9,17,5YJXCAE25HF070354
1261,2015,Model S,85D,20140,RWD,Automatic,Silver,Other,42555,1,,46863.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.8,41,5YJSA1S13FFP77025
1262,2017,Model X,100D,30177,AWD,Automatic,White,Black,79988,1,,69395.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Ultimo Motors East,4.1,104.0,60559.0,4.9,17,5YJXCBE2XHF067987
1263,2013,Model S,Performance,54205,RWD,Automatic,Silver,Gray,34990,more than 1,,37165.0,Good,NOT HOT,,CARFAX Report,Virginia Luxury Motors,2.3,6.0,20152.0,4.9,47,5YJSA1DN7DFP19853
1264,2013,Model S,Base,71500,RWD,Automatic,Other,Other,28999,1,,32857.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Rose Motorcars,5.0,10.0,94546.0,4.9,47,5YJSA1AC3DFP10117
1265,2018,Model 3,Long Range,15428,RWD,Automatic,White,Black,48885,1,49988.0,52891.0,Good,HOT CAR,5.0,Free CARFAX 1-Owner Report,Allentown Kia,4.7,462.0,18103.0,4.5,69,5YJ3E1EA3JF027251
1266,2016,Model S,75,42173,RWD,Automatic,Black,Black,39995,1,41995.0,38465.0,Fair,HOT CAR,6.0,Free CARFAX 1-Owner Report,Highline Auto Sales,4.6,272.0,60527.0,4.8,27,5YJSA1E18GF132822
1267,2013,Model S,Base,63794,RWD,Automatic,Black,Other,29990,more than 1,30990.0,32280.0,Good,NOT HOT,,CARFAX Report,Auto Hub,4.2,32.0,8902.0,4.9,47,5YJSA1AG3DFP03767
1268,2017,Model X,100D,20775,AWD,Automatic,Black,White,95786,1,,97791.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Specialized Sales & Leasing,3.8,98.0,84101.0,4.9,17,5YJXCDE26HF076424
1269,2018,Model 3,BASE,9990,RWD,Automatic,Other,Black,48500,1,,55211.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Blinker Private Party - Antioch,,,94509.0,4.5,69,5YJ3E1EA3JF008876
1270,2013,Model S,Base,97560,RWD,Automatic,Silver,Other,29995,more than 1,,31852.0,Good,NOT HOT,,CARFAX Report,"Import Plus, LLC",,,80909.0,4.9,47,5YJSA1CG5DFP03847
1271,2015,Model S,85D,70745,AWD,Automatic,Brown,Other,41999,1,,32381.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Cincinnati Automotive Group Inc,3.8,65.0,45050.0,4.8,41,5YJSA1H27FF098620
1272,2018,Model S,75D,9250,AWD,Automatic,White,White,69999,1,,65050.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,"CNC Motors, Inc.",5.0,5.0,91784.0,4.8,5,5YJSA1E26JF246995
1273,2017,Model X,P100D,13291,AWD,Automatic,Black,Black,113997,1,,116963.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,World Class Motors,3.9,64.0,46060.0,4.9,17,5YJXCAE49HF034281
1274,2017,Model S,,28047,AWD,Automatic,White,Other,60995,1,,57425.0,Fair,HOT CAR,10.0,Free CARFAX 1-Owner Report,Indy Auto Man,4.6,1472.0,46227.0,4.7,25,5YJSA1E27HF230735
1275,2014,Model S,Base,82482,RWD,Automatic,Green,Other,29999,more than 1,,36489.0,Great,NOT HOT,,Free CARFAX Report,Euro Auto Sport,,,20152.0,4.9,33,5YJSA1S11EFP41316
1276,2016,Model S,90D,37347,AWD,Automatic,White,Black,47990,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Georgia Auto World,3.2,51.0,30062.0,4.8,27,5YJSA1E28GF136331
1277,2018,Model S,P100D,16637,AWD,Automatic,Gray,Other,60900,1,61500.0,65151.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Jack Powell Chrysler Jeep Dodge RAM,4.5,146.0,92029.0,4.8,5,5YJSA1E2XJF248796
1278,2013,Model S,Base,41335,RWD,Automatic,White,Beige,34970,more than 1,,35741.0,Good,NOT HOT,,Free CARFAX Report,Virginia Luxury Motors,2.3,6.0,20152.0,4.9,47,5YJSA1CG0DFP03562
1279,2013,Model S,Base,61427,RWD,Automatic,Black,Black,34995,more than 1,,35088.0,Good,NOT HOT,,Free CARFAX Report,California Car Company,3.3,13.0,92821.0,4.9,47,5YJSA1CG9DFP15807
1280,2012,Model S,Signature,47192,RWD,Automatic,Green,Gray,35900,1,36500.0,36969.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Lustine Chrysler Jeep Dodge RAM,4.4,974.0,22191.0,4.6,11,5YJSA1CN0CFP02439
1281,2018,Model 3,BASE,11000,RWD,Automatic,Black,Black,42000,1,,46525.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Blinker Private Party - Boulder,,,80302.0,4.5,69,5YJ3E1EA3JF030389
1282,2015,Model S,85D,28517,AWD,Automatic,Gray,Gray,44899,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Motor Cars of Nashville,4.3,40.0,37122.0,4.8,41,5YJSA1E2XFF115236
1283,2014,Model S,Base,32000,RWD,Automatic,Gray,Beige,32997,more than 1,,39761.0,Great,NOT HOT,,CARFAX Report,Fred's Executive Auto,4.7,76.0,22191.0,4.9,33,5YJSA1S16EFP61724
1285,2012,Model S,Signature,127834,RWD,Automatic,Other,Beige,26900,more than 1,,21064.0,Fair,HOT CAR,3.0,Free CARFAX Report,Auto Merchants Inc.,3.7,98.0,75093.0,4.6,11,5YJSA1CN4CFP02475
