carfax,config,consumer_rating,consumer_review_number,deal,dealer,dealer_rating,dealer_review_number,dealer_zipcode,drivetrain,ext_color,good_deal_margin,hotornot,int_color,mileage,model,ori_price,owners,price,sellin,transmission,vin,year
Free CARFAX 1-Owner Report,Performance 4dr Liftback,4.6,11,Fair,Texas Direct Auto,2.9,1654,77477,RWD,Black,"$30,994",NOT HOT,Gray,44035,Model S,,1,37790,nan,Other / Unknown,5YJSA1DPXCFP01752,2012
Free AutoCheck Report,75D,4.9,17,Good,Audi North Orlando,3.5,175,32771,AWD,Blue,"$75,928",NOT HOT,Other,9662,Model X,,more than 1,75987,nan,Automatic,5YJXCDE23HF053733,2017
Free CARFAX Report,Performance 4dr Liftback,4.6,11,Fair,Vroom (Online Dealer - Nationwide Delivery),3.8,794,32771,RWD,Black,"$36,556",NOT HOT,Gray,44035,Model S,,more than 1,37790,nan,Other / Unknown,5YJSA1DPXCFP01752,2012
Free CARFAX 1-Owner Report,P85D,4.9,33,Good,Sam Jidd Luxury LLC,3.9,7,60018,AWD,Gray,"$57,809",NOT HOT,Other,33785,Model S,52555,1,51555,nan,Automatic,5YJSA1H23EFP62748,2014
Free CARFAX 1-Owner Report,AWD 100D 4dr SUV,4.9,17,Fair,Vroom (Online Dealer - Nationwide Delivery),3.7,520,37922,AWD,Black,"$86,481",HOT CAR,Beige,29113,Model X,88180,1,86420,4,Automatic,5YJXCAE24HF074881,2017
Free CARFAX Report,Performance 4dr Liftback,4.6,11,Fair,Vroom (Online Dealer - Nationwide Delivery),3.8,791,43201,RWD,Black,"$35,251",NOT HOT,Gray,44035,Model S,,more than 1,37790,nan,Other / Unknown,5YJSA1DPXCFP01752,2012
Free CARFAX 1-Owner Report,AWD 90D 4dr Liftback,4.8,27,Fair,Vroom (Online Dealer - Nationwide Delivery),3.8,793,20817,AWD,Silver,"$58,262",HOT CAR,Beige,10552,Model S,,1,63410,6,Automatic,5YJSA1E25GF170775,2016
Free CARFAX 1-Owner Report,AWD 90D 4dr Liftback,4.8,27,Fair,Vroom (Online Dealer - Nationwide Delivery),3.8,791,19014,AWD,Silver,"$58,447",HOT CAR,Beige,10552,Model S,,1,63410,6,Automatic,5YJSA1E25GF170775,2016
Free CARFAX 1-Owner Report,AWD 90D 4dr Liftback,4.8,27,Fair,Vroom (Online Dealer - Nationwide Delivery),3.8,787,07024,AWD,Silver,"$58,447",HOT CAR,Beige,10552,Model S,,1,63410,6,Automatic,5YJSA1E25GF170775,2016
Free CARFAX 1-Owner Report,AWD 75D 4dr SUV,5.0,5,Fair,Texas Direct Auto,2.9,1654,77477,AWD,White,"$73,429",NOT HOT,Black,10530,Model X,,1,74460,nan,Automatic,5YJXCAE23JF102594,2018
Free CARFAX Report,Performance 4dr Liftback,4.6,11,Fair,Vroom (Online Dealer - Nationwide Delivery),3.8,787,76210,RWD,Black,"$36,498",NOT HOT,Gray,44035,Model S,,more than 1,37790,nan,Other / Unknown,5YJSA1DPXCFP01752,2012
Free CARFAX Report,85D,4.8,41,Good,Sam Jidd Luxury LLC,3.9,7,60018,AWD,Gray,"$47,091",NOT HOT,Other,30946,Model S,45555,more than 1,44555,nan,Automatic,5YJSA1E27FF109314,2015
Free CARFAX 1-Owner Report,85,4.8,41,Good,Jidd Motors,4.7,1418,60016,RWD,White,"$47,037",NOT HOT,Beige,45360,Model S,,1,43985,nan,Automatic,5YJSA1H14FF084522,2015
Free CARFAX 1-Owner Report,75D,5.0,12,Good,"Arnie Bauer Cadillac, Buick, GMC",4.6,559,60443,AWD,Silver,"$76,001",HOT CAR,White,21143,Model X,,1,69900,11,Automatic,5YJXCAE24GF025744,2016
Free AutoCheck Report,85D,4.8,27,Good,Price Pro,4.8,527,43537,AWD,Silver,"$53,673",NOT HOT,Beige,28988,Model S,,more than 1,48500,nan,Automatic,5YJSA1E26GF130284,2016
CARFAX Report,85D,4.8,41,Fair,Imperial Highline,4.6,29,20111,AWD,Silver,"$48,111",NOT HOT,Gray,53650,Model S,,more than 1,48995,nan,Automatic,5YJSA1H2XFFP76583,2015
Free CARFAX Report,Performance 4dr Liftback,4.6,11,Fair,Vroom (Online Dealer - Nationwide Delivery),3.8,796,94107,RWD,Black,"$36,556",NOT HOT,Gray,44035,Model S,,more than 1,37790,nan,Other / Unknown,5YJSA1DPXCFP01752,2012
CARFAX Report,Base,4.9,33,Fair,Imperial Highline,4.6,29,20111,RWD,Silver,"$43,028",NOT HOT,Beige,28127,Model S,,more than 1,46995,nan,Automatic,5YJSA1H16EFP56840,2014
Free CARFAX Report,Performance 4dr Liftback,4.6,11,Fair,Vroom (Online Dealer - Nationwide Delivery),3.8,787,76107,RWD,Black,"$36,613",NOT HOT,Gray,44035,Model S,,more than 1,37790,nan,Other / Unknown,5YJSA1DPXCFP01752,2012
Free CARFAX 1-Owner Report,AWD 75D 4dr SUV,5.0,12,Good,Texas Direct Auto,2.9,1654,77477,AWD,Brown,"$73,054",NOT HOT,Beige,20904,Model X,,1,70050,nan,Automatic,5YJXCBE21GF009183,2016
CARFAX Report,85D,4.8,41,Fair,Imperial Highline,4.6,29,20111,AWD,Gray,"$48,601",NOT HOT,Beige,43171,Model S,,more than 1,49995,nan,Automatic,5YJSA1H24FFP70472,2015
CARFAX Report,85D,4.8,41,Fair,Imperial Highline,4.6,29,20111,AWD,Black,"$48,139",NOT HOT,Black,52097,Model S,,more than 1,48495,nan,Automatic,5YJSA1H25FF083047,2015
CARFAX Report,85D,4.8,41,Fair,Imperial Highline,4.6,29,20111,AWD,Red,"$49,827",NOT HOT,Beige,36571,Model S,,more than 1,53495,nan,Automatic,5YJSA1H27FFP74421,2015
Free CARFAX 1-Owner Report,75 4dr Liftback (midyear release),4.8,27,Great,Vroom (Online Dealer - Nationwide Delivery),3.8,788,06074,RWD,Silver,"$65,302",NOT HOT,Black,25505,Model S,54990,1,53890,nan,Automatic,5YJSA1E13GF142268,2016
Free CARFAX 1-Owner Report,Base,4.9,47,Fair,West Coast Motor Sports,5.0,2,91204,RWD,Blue,"$35,270",NOT HOT,Gray,52000,Model S,,1,35950,nan,Other / Unknown,5YJSA1CN5DFP17620,2013
Free CARFAX Report,Base,4.9,47,Great,Auto Quest,4.6,57,98108,RWD,Black,"$38,985",NOT HOT,Beige,71885,Model S,,more than 1,33880,nan,Automatic,5YJSA1AC2DFP10996,2013
Free CARFAX 1-Owner Report,75 4dr Liftback (midyear release),4.8,27,Good,Vroom (Online Dealer - Nationwide Delivery),5.0,3,33125,RWD,Silver,"$56,963",NOT HOT,Black,25505,Model S,54990,1,53890,nan,Automatic,5YJSA1E13GF142268,2016
Free CARFAX 1-Owner Report,90D,4.8,41,Good,Georgia Luxury Cars,4.4,144,30060,AWD,White,"$51,271",NOT HOT,Beige,46471,Model S,50995,1,46495,nan,Automatic,5YJSA1H2XFFP70847,2015
Free CARFAX Report,Performance,4.9,33,Good,Park Place LTD,2.4,18,98005,RWD,Black,"$48,506",NOT HOT,Black,48423,Model S,,more than 1,46950,nan,Automatic,5YJSA1H12EFP51120,2014
Free CARFAX 1-Owner Report,75 4dr Liftback (midyear release),4.8,27,Good,Vroom (Online Dealer - Nationwide Delivery),4.5,2,32202,RWD,Silver,"$57,868",NOT HOT,Black,25505,Model S,54990,1,53890,nan,Automatic,5YJSA1E13GF142268,2016
Free CARFAX 1-Owner Report,75 4dr Liftback (midyear release),4.8,27,Good,Vroom (Online Dealer - Nationwide Delivery),4.0,3,28269,RWD,Silver,"$55,841",NOT HOT,Black,25505,Model S,54990,1,53890,nan,Automatic,5YJSA1E13GF142268,2016
Free CARFAX 1-Owner Report,85D,4.8,41,Good,Private Collection Motors,4.0,52,92627,AWD,Blue,"$49,426",NOT HOT,Beige,43059,Model S,,1,48888,nan,Automatic,5YJSA1H29FF100724,2015
Free CARFAX Report,Performance,4.9,33,Fair,Roadsport,nan,nan,95008,RWD,Black,"$47,386",NOT HOT,Gray,19654,Model S,,more than 1,47950,nan,Automatic,5YJSA1H13EFP32088,2014
Free CARFAX 1-Owner Report,75 4dr Liftback (midyear release),4.8,27,Good,Vroom (Online Dealer - Nationwide Delivery),5.0,2,63112,RWD,Silver,"$57,621",NOT HOT,Black,25505,Model S,54990,1,53890,nan,Automatic,5YJSA1E13GF142268,2016
Free CARFAX 1-Owner Report,90D,4.9,17,Fair,ALM Kia South,4.6,1739,30291,AWD,White,"$69,724",NOT HOT,Black,15446,Model X,77750,1,76999,nan,Automatic,5YJXCDE24HF043633,2017
Free CARFAX Report,Base,4.9,47,Good,Mercedes-Benz of Salem,5.0,171,97302,RWD,Silver,"$37,163",NOT HOT,Other,66060,Model S,,more than 1,36989,nan,Automatic,5YJSA1CN1DFP18022,2013
Free CARFAX Report,Performance,4.9,47,Good,Luxury Auto Collection,3.0,6,85258,RWD,Black,"$43,820",NOT HOT,Black,44095,Model S,,more than 1,43500,nan,Automatic,5YJSA1CP9DFP06539,2013
Free CARFAX 1-Owner Report,75 4dr Liftback (midyear release),4.8,27,Good,Vroom (Online Dealer - Nationwide Delivery),4.0,1,95608,RWD,Silver,"$55,410",NOT HOT,Black,25505,Model S,54990,1,53890,nan,Automatic,5YJSA1E13GF142268,2016
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,80302,RWD,Black,"$36,502",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,80524,RWD,Black,"$36,502",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,80631,RWD,Black,"$36,502",HOT CAR,Black,71044,Model S,34300,1,33600,11,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,17011,RWD,Black,"$35,162",HOT CAR,Black,71044,Model S,34300,1,33600,11,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,95060,RWD,Black,"$36,502",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,93901,RWD,Black,"$36,502",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,93662,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,AWD 75D 4dr SUV,5.0,12,Good,Texas Direct Auto,2.9,1654,77477,AWD,Blue,"$73,252",NOT HOT,Black,35494,Model X,,1,67040,nan,Automatic,5YJXCBE29GF013238,2016
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,320,63103,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,75 4dr Liftback (midyear release),4.8,27,Good,Vroom (Online Dealer - Nationwide Delivery),4.0,5,60606,RWD,Silver,"$59,667",NOT HOT,Black,25505,Model S,54990,1,53890,nan,Automatic,5YJSA1E13GF142268,2016
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,11716,RWD,Black,"$35,084",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free AutoCheck Report,75D,4.8,27,Good,CARSMITH MOTORS,5.0,5,94538,AWD,Black,"$63,382",NOT HOT,Beige,21450,Model S,,more than 1,58795,nan,Automatic,5YJSA1E20GF144097,2016
Free CARFAX 1-Owner Report,100D,4.9,17,Good,O.C. AUTOHAUS,4.3,67,92683,AWD,Silver,"$96,845",NOT HOT,White,4749,Model X,,1,91245,nan,Automatic,5YJXCDE29HF052263,2017
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,93292,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Performance,4.9,47,Good,Platinum Autos,4.8,75,98004,RWD,Red,"$53,791",NOT HOT,Black,31893,Model S,,1,49863,nan,Automatic,5YJSA1CP0DFP09457,2013
Free CARFAX 1-Owner Report,75,4.7,25,Good,AutoNation Chrysler Dodge Jeep Ram Bellevue,4.4,264,98004,RWD,Black,"$57,619",NOT HOT,Black,16183,Model S,54492,1,53785,nan,Automatic,5YJSA1E17HF202506,2017
Free CARFAX 1-Owner Report,AWD 90D 4dr Liftback,4.7,25,Great,Vroom (Online Dealer - Nationwide Delivery),3.8,788,83651,AWD,Red,"$81,481",HOT CAR,Black,27260,Model S,,1,68230,11,Automatic,5YJSA1E29HF186415,2017
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,64105,RWD,Black,"$36,502",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,321,32801,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,75 4dr Liftback (midyear release),4.8,27,Good,Vroom (Online Dealer - Nationwide Delivery),4.3,4,30303,RWD,Silver,"$56,634",NOT HOT,Black,25505,Model S,54990,1,53890,nan,Automatic,5YJSA1E13GF142268,2016
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,48827,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,21740,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,02116,RWD,Black,"$36,437",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,320,06451,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Long Range,4.5,69,Good,TRED Private Seller (LA),4.3,4,90291,RWD,Silver,"$60,691",NOT HOT,Other,7775,Model 3,,1,55000,nan,Automatic,5YJ3E1EA4JF014251,2018
Free CARFAX 1-Owner Report,Signature Performance,4.6,11,Good,Platinum Autos,4.8,75,98004,RWD,Other,"$44,329",NOT HOT,Black,56028,Model S,,1,41888,nan,Automatic,5YJSA1DP3CFP02662,2012
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,49435,RWD,Black,"$36,502",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,43403,RWD,Black,"$36,502",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,44512,RWD,Black,"$36,502",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX Report,Base,4.9,47,Fair,Specialties Automotive Group,nan,nan,84014,RWD,Green,"$35,012",NOT HOT,Black,54568,Model S,,more than 1,39900,nan,Automatic,5YJSA1CN8DFP22519,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,323,78219,RWD,Black,"$36,502",NOT HOT,Black,71044,Model S,,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,78701,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,AWD 90D 4dr Liftback,4.7,25,Fair,Vroom (Online Dealer - Nationwide Delivery),4.3,4,30303,AWD,Red,"$55,993",HOT CAR,Black,27260,Model S,,1,68230,11,Automatic,5YJSA1E29HF186415,2017
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,323,60603,RWD,Black,"$35,084",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,323,46204,RWD,Black,"$39,035",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,46516,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,320,43201,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,27101,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,18424,RWD,Black,"$36,502",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,92105,RWD,Black,"$36,766",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,320,33166,RWD,Black,"$36,502",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,320,33602,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,36104,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,60,4.8,41,Good,Highline Auto Sales,4.6,272,60527,RWD,White,"$45,302",NOT HOT,Black,28602,Model S,39995,1,38995,nan,Automatic,5YJSA1S14FF099532,2015
Free CARFAX 1-Owner Report,Base,4.9,33,Good,German Concepts,3.0,42,46561,RWD,White,"$42,008",NOT HOT,Gray,29214,Model S,,1,37900,nan,Automatic,5YJSA1S10EFP32008,2014
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,320,15219,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,321,22015,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,70D,4.8,41,Good,BM Motorcars,4.5,818,07065,AWD,Gray,"$48,469",NOT HOT,Black,29763,Model S,44295,1,43495,nan,Automatic,5YJSA1E24FF115071,2015
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,95404,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,90309,RWD,Black,"$36,470",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,76541,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,322,75081,RWD,Black,"$36,772",NOT HOT,Black,71044,Model S,,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,38103,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,54911,RWD,Black,"$36,470",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,75 4dr Liftback (midyear release),4.8,27,Good,Vroom (Online Dealer - Nationwide Delivery),5.0,1,40206,RWD,Silver,"$57,677",NOT HOT,Black,25505,Model S,54990,1,53890,nan,Automatic,5YJSA1E13GF142268,2016
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,321,48336,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,323,27513,RWD,Black,"$35,084",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,12207,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,70D,4.8,27,Fair,Radical Auto,4.7,11,91505,AWD,White,"$43,306",NOT HOT,Black,60219,Model S,,1,44980,nan,Automatic,5YJSA1E22GF127804,2016
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,80903,RWD,Black,"$35,162",HOT CAR,Black,71044,Model S,34300,1,33600,11,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,74012,RWD,Black,"$36,502",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,34102,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.5,607,30318,RWD,Black,"$35,084",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,29925,RWD,Black,"$35,162",HOT CAR,Black,71044,Model S,34300,1,33600,11,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,48420,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,24011,RWD,Black,"$35,162",HOT CAR,Black,71044,Model S,34300,1,33600,11,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,13202,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,13862,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,33,Good,AUTOSOURCE,2.0,11,96814,RWD,Black,"$54,792",NOT HOT,Black,19206,Model S,,1,49995,nan,Automatic,5YJSA1S12EFP57444,2014
Free CARFAX Report,,4.8,4,Good,Silicon Valley Enthusiast,nan,nan,94544,RWD,Black,"$54,394",NOT HOT,Black,28850,Roadste,,more than 1,49995,nan,Automatic,5YJRE11B481000124,2008
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,94590,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,60D,5.0,12,Fair,TRED Private Seller (LA),4.3,4,90291,AWD,White,"$58,791",NOT HOT,Other,51725,Model X,,1,65000,nan,Automatic,5YJXCAE22GF015603,2016
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,29403,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,321,19107,RWD,Black,"$36,502",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
CARFAX Report,Base,4.9,33,Good,South Bay Pre-Owned,3.8,24,90717,RWD,Black,"$45,277",NOT HOT,Beige,20995,Model S,,more than 1,39995,nan,Automatic,5YJSA1S11EFP37217,2014
Free CARFAX 1-Owner Report,Performance,4.9,47,Good,Private Collection Motors,4.0,52,92627,RWD,Gray,"$35,471",NOT HOT,Black,122942,Model S,,1,32885,nan,Automatic,5YJSA1CPXDFP18358,2013
Free CARFAX 1-Owner Report,75D,4.9,17,Good,TRED Private Seller (Seattle),4.5,3,98122,AWD,Silver,"$77,830",NOT HOT,Other,14500,Model X,,1,73900,nan,Automatic,5YJXCDE24HF049545,2017
Free CARFAX 1-Owner Report,100D,4.7,25,Good,Platinum Autos,4.8,75,98004,AWD,Silver,"$91,535",NOT HOT,Beige,13199,Model S,,1,89973,nan,Automatic,5YJSA1E2XHF188352,2017
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,90015,RWD,Black,"$36,470",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,320,44118,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Carvana,4.4,319,94545,RWD,Black,"$35,162",NOT HOT,Black,71044,Model S,34300,1,33600,nan,Automatic,5YJSA1AC6DFP10161,2013
Free CARFAX Report,60,4.8,41,Good,TRED Private Seller (Long Beach),nan,nan,90802,RWD,Black,"$45,624",HOT CAR,Other,47400,Model S,,more than 1,43000,7,Automatic,5YJSA1S10FFP41485,2015
Free AutoCheck Report,Performance,4.6,11,Fair,Dekalb Sycamore Chevrolet Cadillac GMC,4.6,64,60178,RWD,Black,"$33,250",NOT HOT,Gray,81418,Model S,,more than 1,35982,nan,Automatic,5YJSA1CP8CFP02495,2012
Free CARFAX 1-Owner Report,70D,4.8,27,Fair,Sam Jidd Luxury LLC,3.9,7,60018,RWD,Gray,"$45,988",NOT HOT,Other,4749,Model S,48855,1,47855,nan,Automatic,5YJSA1E13GF123686,2016
Free CARFAX Report,75D,5.0,12,Fair,iDeal Motors,5.0,28,92627,AWD,Black,"$71,953",NOT HOT,Black,24637,Model X,,more than 1,74988,nan,Automatic,5YJXCAE21GF015625,2016
Free CARFAX Report,Base,4.9,33,Great,TRED Private Seller (Portland),3.0,2,97209,RWD,Brown,"$40,327",NOT HOT,Other,74000,Model S,,more than 1,33629,nan,Automatic,5YJSA1S17EFP38727,2014
